"taskai","vidurkis","trasos","uolos","viso_laipioja_metu","lygis","amzius_kai_pradejo","birth","ugis","svoris","lytis"
"34000","465.75","66","5","4","6C","17","1993-09-14 00:00:00","184","83","0"
"375382","853.14","439","20","8","8B+","7","1995-08-03 00:00:00","176","63","0"
"42772","792.07","52","8","4","8A","12","1997-07-16 00:00:00","175","58","0"
"365076","775.11","468","24","8","8A","32","1977-10-04 00:00:00","173","63","0"
"111838","707.84","157","25","8","7B+","28","1980-08-26 00:00:00","180","68","0"
"1790","596.67","3","1","1","6C","34","1976-12-30 00:00:00","175","73","0"
"17018","739.91","23","3","2","7C+","11","1986-06-06 00:00:00","170","53","1"
"326424","1023.27","307","27","8","8C","12","1995-07-22 00:00:00","180","73","0"
"226386","634.13","347","32","8","7B+","18","1984-08-23 00:00:00","185","83","0"
"421944","963.34","428","50","7","8C","20","1990-02-06 00:00:00","190","63","0"
"1552","776.00","2","2","1","7B+","22","1988-07-25 00:00:00","172","58","0"
"6849","489.21","13","3","2","6C+","22","1988-03-15 00:00:00","171","73","0"
"39381","856.11","46","6","3","8A","24","1986-10-06 00:00:00","183","68","0"
"21943","548.58","40","10","3","7A","21","1985-10-23 00:00:00","190","83","0"
"190041","798.49","238","40","10","7C","19","1982-05-11 00:00:00","175","63","0"
"700","700.00","1","1","1","7A","20","1985-11-05 00:00:00","171","68","0"
"159157","609.80","258","26","6","7C+","32","1979-01-07 00:00:00","178","73","0"
"39595","590.97","65","9","3","7B","18","1970-08-29 00:00:00","200","83","0"
"38357","590.11","57","5","6","7B+","24","1985-04-19 00:00:00","174","73","0"
"67600","512.12","128","12","6","7A","33","1974-05-19 00:00:00","180","68","0"
"1225709","815.51","1491","35","9","8B","17","1992-06-03 00:00:00","191","88","0"
"153353","474.78","311","4","7","7A+","26","1969-05-03 00:00:00","188","68","0"
"71256","647.78","82","3","8","7C+","25","1983-02-24 00:00:00","160","58","0"
"13700","548.00","22","6","1","7A+","14","1982-07-07 00:00:00","174","68","0"
"42818","713.63","55","18","8","7C","19","1983-02-17 00:00:00","167","58","0"
"449259","755.06","576","70","10","8A+","15","1983-05-10 00:00:00","160","53","1"
"109258","718.80","150","11","6","8A+","16","1990-08-14 00:00:00","182","68","0"
"161899","935.83","172","20","8","8B","21","1977-11-20 00:00:00","163","53","0"
"149439","595.37","238","14","3","8B+","14","1990-10-30 00:00:00","178","68","0"
"123055","580.45","212","24","5","7C","24","1984-08-08 00:00:00","168","53","0"
"11202","509.18","19","5","4","6C","14","1996-10-30 00:00:00","181","73","0"
"1528","305.60","5","1","2","5B","10","1985-08-05 00:00:00","182","88","0"
"22670","1030.45","22","2","6","8C","22","1978-02-13 00:00:00","180","78","0"
"51402","917.89","56","12","6","8B","16","1986-04-01 00:00:00","185","78","0"
"302270","849.07","348","54","6","8A+","21","1967-06-13 00:00:00","174","63","0"
"49321","736.13","67","11","3","7B+","28","1981-11-30 00:00:00","178","58","0"
"159098","888.82","178","17","9","8B+","21","1982-06-18 00:00:00","167","68","0"
"245006","423.15","438","14","9","7C+","35","1974-04-01 00:00:00","177","73","0"
"1500","750.00","2","1","2","7A+","26","1984-09-18 00:00:00","173","68","0"
"194712","835.67","232","33","4","8A","21","1990-12-15 00:00:00","175","68","0"
"44548","494.98","73","7","5","7B","35","1974-09-19 00:00:00","154","48","1"
"25000","423.73","58","14","2","6B","20","1989-01-11 00:00:00","182","73","0"
"5557","694.63","8","1","1","7B+","14","1996-05-30 00:00:00","183","78","0"
"400","400.00","1","1","1","6A","28","1983-04-08 00:00:00","167","58","1"
"18162","789.65","23","7","6","8A","18","1952-10-31 00:00:00","176","63","0"
"7455","465.94","15","3","2","6C","16","1991-09-30 00:00:00","183","68","0"
"106969","409.84","236","30","7","7A+","30","1980-02-08 00:00:00","169","53","1"
"96203","528.59","177","11","7","7B","17","1992-05-02 00:00:00","184","73","0"
"184059","783.23","204","26","8","8A","23","1980-08-12 00:00:00","174","73","0"
"61158","576.96","106","26","6","7A+","35","1976-01-29 00:00:00","172","63","0"
"5376","358.40","15","1","1","6C+","24","1980-12-21 00:00:00","172","63","0"
"65038","756.26","78","14","3","8A","15","1996-08-15 00:00:00","168","53","0"
"55766","619.62","90","22","4","7A+","18","1974-08-09 00:00:00","175","68","0"
"45600","690.91","65","6","5","7B+","15","1957-06-26 00:00:00","177","68","0"
"4450","404.55","11","3","1","6C","21","1990-09-10 00:00:00","176","78","0"
"13511","643.38","21","6","2","7A+","22","1987-04-05 00:00:00","170","73","0"
"108024","788.50","131","31","6","8B","11","1998-07-22 00:00:00","170","58","0"
"18412","708.15","26","3","2","7C+","25","1983-03-17 00:00:00","168","63","0"
"46772","974.42","48","11","6","8B+","11","1993-01-11 00:00:00","170","63","0"
"5356","535.60","10","2","2","7A+","27","1982-12-27 00:00:00","180","78","0"
"895","895.00","1","1","1","7A+","18","1991-04-22 00:00:00","173","58","0"
"1150","575.00","2","2","1","6C","18","1991-05-21 00:00:00","160","58","0"
"601129","789.92","712","58","18","8A+","13","1980-10-11 00:00:00","183","78","0"
"505786","605.01","812","23","6","8A","18","1993-10-08 00:00:00","170","63","0"
"148967","827.59","167","20","6","8B","13","1997-06-23 00:00:00","178","58","0"
"3949","789.80","4","1","2","7B+","16","1994-07-20 00:00:00","182","73","0"
"160539","637.06","250","17","6","7B+","24","1985-11-08 00:00:00","176","63","0"
"264774","840.55","314","76","8","8A+","20","1988-03-17 00:00:00","185","83","0"
"5850","650.00","9","4","2","7A+","30","1980-02-03 00:00:00","172","63","0"
"2248","449.60","5","3","3","6B+","24","1984-04-25 00:00:00","181","63","0"
"319838","765.16","417","37","6","8B","18","1992-03-06 00:00:00","175","63","0"
"10858","472.09","23","6","5","6C","20","1988-12-30 00:00:00","154","53","1"
"46897","808.57","54","10","3","7C","22","1988-04-22 00:00:00","176","68","0"
"20952","616.24","32","13","4","7A+","27","1984-06-04 00:00:00","180","78","0"
"53768","802.51","67","19","7","7C+","11","1997-08-12 00:00:00","178","63","0"
"300977","541.33","453","49","8","7B+","33","1977-09-17 00:00:00","177","68","0"
"3111","311.10","10","5","2","5B","28","1983-03-25 00:00:00","180","83","0"
"92942","822.50","111","10","7","8A+","11","1996-01-09 00:00:00","176","68","0"
"113796","685.52","164","13","7","7C+","25","1983-03-24 00:00:00","167","63","0"
"194360","645.71","272","22","4","8A","20","1991-09-15 00:00:00","185","63","0"
"27596","745.84","37","7","2","7C+","17","1991-08-27 00:00:00","173","63","0"
"188671","701.38","259","68","8","7B+","22","1987-01-26 00:00:00","185","73","0"
"33354","505.36","62","9","7","7A","15","1994-07-20 00:00:00","173","68","0"
"15800","585.19","27","5","2","7A+","24","1985-06-13 00:00:00","171","63","0"
"1185","296.25","4","2","1","4A","30","1981-03-25 00:00:00","178","73","0"
"49289","735.66","65","6","4","8A","22","1987-01-08 00:00:00","177","68","0"
"206888","872.95","225","21","10","8B","13","1985-09-09 00:00:00","176","63","0"
"570202","863.94","658","47","15","8A+","21","1971-04-25 00:00:00","176","68","0"
"4406","440.60","6","2","3","6B","25","1984-10-02 00:00:00","183","73","0"
"6869","490.64","13","5","3","6B+","21","1989-11-13 00:00:00","183","73","0"
"94747","599.66","150","8","6","7C","27","1983-10-24 00:00:00","180","63","0"
"37158","599.32","62","5","4","7B","22","1986-07-03 00:00:00","178","68","0"
"30846","390.46","34","3","2","6A+","37","1974-10-04 00:00:00","167","63","1"
"14122","381.68","37","4","2","6B","25","1985-01-13 00:00:00","189","88","0"
"5600","700.00","8","2","1","7B","19","1989-08-02 00:00:00","184","83","0"
"15470","572.96","27","4","3","7A+","16","1988-01-27 00:00:00","162","53","1"
"268052","572.76","462","16","5","7B+","18","1991-05-21 00:00:00","160","58","0"
"82390","680.91","121","27","13","7C","21","1980-05-14 00:00:00","169","63","0"
"400","400.00","1","1","1","6A","20","1991-01-01 00:00:00","180","73","0"
"1734","433.50","3","1","1","6A+","16","1983-08-13 00:00:00","185","83","0"
"95514","845.26","113","14","5","8B","14","1986-07-30 00:00:00","170","68","0"
"28458","813.09","35","5","4","7C","19","1975-04-15 00:00:00","180","73","1"
"10976","686.00","16","5","2","7A+","25","1984-01-23 00:00:00","185","73","0"
"11804","513.22","22","2","4","6C","37","1972-04-17 00:00:00","193","78","0"
"60121","742.23","81","10","5","8A","17","1989-03-07 00:00:00","170","63","1"
"254521","912.26","265","40","8","8B","33","1973-05-05 00:00:00","176","63","0"
"59836","819.67","73","9","8","8A","18","1979-04-09 00:00:00","185","68","0"
"80696","480.33","156","7","3","7B","29","1982-10-28 00:00:00","162","68","0"
"27041","500.76","54","8","2","6C+","20","1991-10-03 00:00:00","182","73","0"
"34086","710.13","48","8","3","7C","22","1989-08-23 00:00:00","159","48","1"
"23813","580.80","34","10","7","7A","25","1986-04-14 00:00:00","169","63","0"
"181138","644.62","279","54","7","8A","25","1985-10-09 00:00:00","185","73","0"
"231459","774.11","293","20","7","7C+","29","1982-11-13 00:00:00","171","63","0"
"16741","523.16","32","5","2","7A","17","1991-06-28 00:00:00","182","68","0"
"1334","266.80","5","3","3","5B","8","2000-05-10 00:00:00","160","58","0"
"136638","576.53","231","29","5","7C","23","1987-03-05 00:00:00","183","73","0"
"43837","635.32","69","1","3","7B+","19","1992-05-29 00:00:00","180","73","0"
"18062","785.30","23","6","3","8A","19","1990-06-04 00:00:00","183","73","0"
"24454","479.49","45","4","1","6C+","39","1964-12-06 00:00:00","183","88","0"
"3143","628.60","5","1","1","7B","13","1996-06-27 00:00:00","173","63","0"
"30049","682.93","44","8","3","8A","23","1987-09-05 00:00:00","179","58","0"
"8697","579.80","15","3","2","7A","24","1987-03-19 00:00:00","178","68","0"
"32159","824.59","38","18","2","7C","9","1983-12-24 00:00:00","188","88","0"
"23934","451.58","52","3","4","7B","27","1984-01-16 00:00:00","170","53","1"
"28928","545.81","52","7","9","7A+","19","1982-07-20 00:00:00","176","63","0"
"96294","764.24","126","16","5","8A+","18","1994-02-06 00:00:00","188","73","0"
"29800","876.47","34","9","2","8A","14","1988-06-11 00:00:00","181","78","0"
"207012","674.31","301","10","4","7C","17","1994-06-10 00:00:00","172","63","0"
"228465","677.94","336","19","7","8A+","13","1995-05-19 00:00:00","172","63","0"
"22805","670.74","34","10","3","7A","26","1981-12-09 00:00:00","174","53","1"
"24281","783.26","31","9","4","7C","22","1988-08-12 00:00:00","180","68","0"
"74489","520.90","143","26","3","7B","19","1992-05-08 00:00:00","187","83","0"
"55171","501.55","110","20","4","7A","26","1986-04-06 00:00:00","186","83","0"
"105094","714.93","140","11","3","7C","22","1989-09-23 00:00:00","180","73","0"
"55330","503.00","109","17","5","7A+","25","1986-10-01 00:00:00","174","73","0"
"84628","872.45","96","11","4","8A+","8","1996-06-13 00:00:00","186","88","0"
"54257","653.70","74","9","3","7B","15","1994-06-13 00:00:00","173","73","0"
"87807","548.79","150","17","4","7A","26","1985-10-30 00:00:00","178","63","0"
"11071","651.24","17","4","2","7A","23","1986-02-08 00:00:00","188","73","0"
"8006","800.60","8","3","3","7B+","13","1994-07-08 00:00:00","158","48","1"
"205886","820.26","249","25","7","8A+","21","1989-08-26 00:00:00","175","63","0"
"37460","668.93","50","3","4","7B","28","1975-09-20 00:00:00","179","73","0"
"41330","582.11","71","9","5","7B","23","1987-04-19 00:00:00","179","68","0"
"100729","825.65","121","10","3","8A+","22","1979-10-02 00:00:00","160","58","0"
"6550","727.78","9","6","3","7C","26","1982-09-08 00:00:00","184","83","0"
"16366","681.92","24","1","6","7B+","20","1982-09-17 00:00:00","175","68","0"
"78393","768.56","100","22","7","7C+","22","1981-07-21 00:00:00","180","73","0"
"3145","393.13","8","1","1","6B+","24","1981-07-06 00:00:00","183","73","0"
"8939","525.82","17","5","2","7B+","14","1994-01-26 00:00:00","183","73","0"
"10954","842.62","12","2","2","8A","19","1988-02-25 00:00:00","177","73","0"
"16456","433.05","32","1","2","6B+","24","1983-09-10 00:00:00","171","73","0"
"240396","887.07","271","37","7","8B+","21","1987-05-13 00:00:00","167","53","0"
"556417","805.23","689","33","8","8B","16","1993-07-01 00:00:00","169","68","0"
"68091","782.66","83","14","5","8B","19","1992-08-11 00:00:00","175","68","0"
"12753","797.06","16","3","1","7C+","27","1980-01-19 00:00:00","174","68","0"
"22844","400.77","51","10","3","7A","28","1972-01-18 00:00:00","177","73","0"
"92938","636.56","145","35","3","7B+","33","1973-11-26 00:00:00","184","73","0"
"18629","689.96","27","5","3","7C","18","1990-04-29 00:00:00","176","68","0"
"192511","819.20","234","43","8","8A+","21","1987-03-10 00:00:00","184","73","0"
"1812","362.40","5","1","2","6A","16","1991-10-05 00:00:00","178","68","0"
"168523","494.20","337","15","9","7C","23","1983-09-19 00:00:00","173","63","0"
"224067","899.87","241","42","7","8B+","23","1986-02-28 00:00:00","170","53","1"
"3375","482.14","7","3","1","6A","23","1988-02-08 00:00:00","186","73","0"
"15114","521.17","27","4","4","6C","33","1977-03-28 00:00:00","174","73","0"
"5562","427.85","13","2","1","6C","22","1990-08-21 00:00:00","185","68","0"
"2920","243.33","12","1","1","5A","23","1984-05-27 00:00:00","194","88","0"
"11345","872.69","13","2","1","8A+","13","1989-05-08 00:00:00","174","58","0"
"1212980","1006.62","1146","111","23","8C+","14","1978-10-04 00:00:00","177","73","0"
"1095","365.00","3","1","1","5C","30","1979-04-10 00:00:00","178","78","0"
"219298","743.38","294","25","7","8A","23","1985-12-24 00:00:00","174","68","0"
"26902","401.52","65","3","1","6C+","29","1980-10-24 00:00:00","180","73","0"
"990","495.00","2","1","2","6A+","11","1986-12-03 00:00:00","183","83","0"
"477673","556.73","845","54","7","7C","23","1988-12-21 00:00:00","173","68","0"
"36203","635.14","50","8","3","7B+","16","1995-07-21 00:00:00","167","53","0"
"2045","681.67","3","2","1","7A","15","1986-01-10 00:00:00","182","78","0"
"92799","703.02","130","28","8","8A","19","1990-10-09 00:00:00","172","73","0"
"225355","552.34","390","28","8","8A+","20","1987-07-13 00:00:00","171","68","0"
"33098","413.73","60","8","4","6C+","14","1996-02-04 00:00:00","101","100","1"
"6074","506.17","10","2","1","7A","17","1994-09-26 00:00:00","176","63","0"
"31987","426.49","72","8","3","6B","30","1981-03-24 00:00:00","176","68","0"
"16733","507.06","32","3","2","6C","26","1986-12-19 00:00:00","172","68","0"
"2004","501.00","4","2","2","6B","26","1985-06-27 00:00:00","185","73","0"
"144639","927.17","152","16","10","8B+","10","1985-02-23 00:00:00","174","68","0"
"6100","610.00","10","1","4","7B","22","1983-08-13 00:00:00","182","73","0"
"54413","618.33","86","10","4","7C+","17","1993-09-14 00:00:00","171","63","0"
"181349","719.64","252","16","7","8A+","14","1996-11-30 00:00:00","172","63","0"
"14145","832.06","17","4","2","7C+","21","1986-07-30 00:00:00","167","63","0"
"61307","450.79","101","7","7","7A+","16","1978-04-07 00:00:00","171","73","0"
"30897","572.17","51","11","2","7B","21","1989-01-16 00:00:00","188","78","0"
"151266","813.26","185","18","7","8A+","14","1971-08-19 00:00:00","168","63","0"
"252483","639.20","393","21","6","8A+","20","1991-10-08 00:00:00","185","73","0"
"56888","748.53","76","6","6","7C","23","1982-03-16 00:00:00","170","68","0"
"4723","590.38","8","3","1","7A+","20","1991-09-12 00:00:00","173","73","0"
"3500","700.00","5","1","1","7B","22","1989-12-18 00:00:00","186","73","0"
"19256","713.19","27","8","10","8A","18","1977-12-06 00:00:00","192","73","0"
"705","705.00","1","1","1","6C+","24","1964-04-02 00:00:00","200","98","0"
"83452","751.82","108","26","3","8A","19","1992-07-08 00:00:00","185","73","0"
"105082","571.10","183","20","8","7A+","29","1977-03-25 00:00:00","165","58","1"
"27424","507.85","53","12","4","6C+","18","1992-06-04 00:00:00","173","63","0"
"43233","450.34","90","12","7","6B+","30","1979-08-15 00:00:00","177","78","0"
"37773","640.22","57","16","5","7C","22","1987-08-04 00:00:00","192","78","0"
"13814","690.70","19","5","3","7B+","11","1995-05-13 00:00:00","170","53","1"
"38399","673.67","56","13","4","7B","25","1984-05-24 00:00:00","165","53","1"
"34392","573.20","60","13","4","7A","19","1991-10-05 00:00:00","183","68","0"
"257811","533.77","467","36","7","7B+","19","1990-04-14 00:00:00","172","73","0"
"4300","477.78","9","2","2","6C","20","1990-12-15 00:00:00","188","98","0"
"319032","596.32","489","27","7","7B","19","1966-07-25 00:00:00","184","83","0"
"240977","698.48","345","28","7","7B+","29","1980-07-11 00:00:00","168","68","0"
"3453","431.63","7","3","2","6A+","15","1994-07-21 00:00:00","172","68","0"
"226096","807.49","277","30","7","8B","18","1991-09-23 00:00:00","168","53","0"
"131340","893.47","146","37","9","8C","18","1986-02-15 00:00:00","172","63","0"
"38720","759.22","51","12","2","7B+","22","1987-04-27 00:00:00","182","73","0"
"106514","626.55","168","20","6","7B+","17","1993-05-06 00:00:00","193","78","0"
"28698","637.73","42","15","3","7A","21","1988-06-24 00:00:00","168","53","1"
"262391","857.49","306","34","9","8B","9","1992-01-25 00:00:00","181","63","0"
"29244","541.56","54","8","2","7C","15","1991-07-10 00:00:00","180","58","0"
"7109","546.85","13","3","2","7A","26","1981-02-17 00:00:00","165","53","1"
"2060","294.29","7","2","1","5C","24","1987-06-20 00:00:00","182","73","0"
"5340","762.86","7","4","3","7B","18","1989-01-20 00:00:00","182","73","0"
"35332","981.44","36","9","5","8B","13","1984-10-19 00:00:00","172","63","0"
"17101","450.03","38","11","3","7A","22","1990-08-30 00:00:00","185","83","0"
"7897","526.47","14","5","6","6C","12","1992-06-21 00:00:00","170","58","1"
"745","745.00","1","1","1","6C","18","1974-09-17 00:00:00","168","53","0"
"131085","697.26","188","24","6","7B+","18","1986-04-11 00:00:00","190","83","0"
"158319","899.54","172","18","5","8B","8","1996-05-09 00:00:00","175","63","0"
"16500","1031.25","16","3","2","8B","19","1972-07-21 00:00:00","185","78","0"
"10055","773.46","13","5","1","7C+","18","1991-07-15 00:00:00","178","63","0"
"2548","424.67","6","1","3","6B+","39","1969-10-29 00:00:00","170","78","0"
"5703","475.25","12","2","2","7A","26","1984-06-16 00:00:00","188","78","0"
"23106","679.59","31","5","3","7B","21","1988-11-04 00:00:00","185","68","0"
"2903","414.71","6","3","1","7A+","16","1996-08-18 00:00:00","173","48","0"
"78174","723.83","105","18","7","7B+","25","1984-05-23 00:00:00","177","63","0"
"174990","757.53","231","25","5","7C","17","1989-07-08 00:00:00","182","68","0"
"29309","792.14","37","6","5","7C","13","1992-02-06 00:00:00","164","68","1"
"403","403.00","1","1","1","5C","20","1985-01-23 00:00:00","178","73","0"
"4528","566.00","7","2","1","6C+","14","1994-06-25 00:00:00","168","58","0"
"92376","1004.09","92","22","13","8C","14","1986-04-18 00:00:00","180","73","0"
"12693","576.95","14","3","1","7A","19","1973-02-17 00:00:00","170","68","0"
"51711","728.32","68","10","7","7C+","24","1983-01-18 00:00:00","181","83","0"
"115930","828.07","126","15","6","8B","16","1995-06-19 00:00:00","162","48","0"
"7008","412.24","17","5","2","6A+","22","1989-05-19 00:00:00","167","58","1"
"198","198.00","1","1","1","5A","28","1984-02-28 00:00:00","178","73","1"
"38837","554.81","69","12","5","7B+","30","1982-10-17 00:00:00","185","73","0"
"68564","353.42","180","18","4","6B","24","1987-04-15 00:00:00","168","63","0"
"183646","788.18","227","43","9","7C+","22","1984-05-13 00:00:00","181","68","0"
"264947","830.55","319","47","7","8A","20","1990-05-07 00:00:00","183","68","0"
"169791","761.39","222","34","6","8A+","21","1990-05-30 00:00:00","186","78","0"
"40248","414.93","83","3","3","7A+","20","1972-06-08 00:00:00","190","88","0"
"73696","522.67","133","10","4","7A+","24","1985-02-25 00:00:00","171","58","0"
"87309","1027.16","85","30","10","8B","25","1975-02-23 00:00:00","195","83","0"
"7604","345.64","21","6","1","6A","27","1984-09-20 00:00:00","189","83","0"
"212017","776.62","269","38","7","8A","18","1962-04-08 00:00:00","180","78","0"
"681510","744.82","909","68","15","8A+","22","1973-04-13 00:00:00","170","58","1"
"32414","623.35","52","9","4","7B","20","1990-02-05 00:00:00","172","68","0"
"125495","825.63","147","22","4","8B","15","1994-02-01 00:00:00","196","83","0"
"50874","462.49","110","11","3","6C+","22","1988-03-22 00:00:00","179","78","0"
"6750","750.00","9","4","1","7B","22","1984-09-04 00:00:00","189","73","0"
"134480","582.16","217","12","5","7C","21","1990-06-05 00:00:00","170","68","0"
"990","495.00","2","1","1","6A","32","1978-10-06 00:00:00","178","63","1"
"57429","675.64","84","16","6","7B+","23","1987-08-20 00:00:00","195","73","0"
"95430","801.93","119","22","12","7C+","7","1973-07-01 00:00:00","174","63","0"
"4052","578.86","7","2","1","6C","14","1993-01-12 00:00:00","173","68","0"
"607630","920.65","631","57","14","8C","18","1982-02-16 00:00:00","172","58","0"
"7253","557.92","13","2","2","7A+","17","1990-04-09 00:00:00","154","53","1"
"122093","537.85","203","18","6","7C+","27","1985-09-17 00:00:00","175","68","0"
"265964","740.85","354","51","7","7C","26","1985-02-07 00:00:00","179","73","0"
"32400","443.84","58","5","1","6C","18","1993-02-12 00:00:00","174","68","0"
"30972","607.29","48","7","5","8A","18","1986-03-04 00:00:00","153","48","1"
"215545","813.38","253","59","7","7C+","28","1969-11-22 00:00:00","176","73","0"
"17494","416.52","42","12","3","6B+","22","1989-05-02 00:00:00","172","68","0"
"11388","569.40","19","8","2","6C+","20","1991-02-01 00:00:00","190","88","0"
"228485","593.47","385","15","6","8A","19","1989-07-11 00:00:00","173","68","0"
"14470","556.54","25","9","3","7B","20","1990-04-11 00:00:00","195","78","0"
"254281","737.05","342","42","6","7C","23","1988-07-14 00:00:00","187","68","0"
"38672","633.97","58","8","5","7B+","23","1980-07-02 00:00:00","172","68","0"
"16619","346.23","44","3","1","7A+","19","1992-04-03 00:00:00","180","68","0"
"174121","833.11","205","56","6","8A+","11","1998-04-02 00:00:00","161","53","1"
"13103","689.63","19","4","1","7B+","21","1988-12-05 00:00:00","182","73","0"
"117967","842.62","129","22","7","8C","20","1985-05-12 00:00:00","169","63","0"
"19238","458.05","41","8","2","6C+","28","1983-05-09 00:00:00","173","58","0"
"81893","597.76","135","19","4","7B","19","1993-06-30 00:00:00","183","68","0"
"101613","686.57","146","19","9","7C+","19","1990-07-03 00:00:00","170","63","0"
"38287","957.18","40","6","4","8A+","22","1988-05-30 00:00:00","184","78","0"
"2310","577.50","4","1","2","7A","15","1993-11-07 00:00:00","186","73","0"
"16952","565.07","30","6","2","6C","28","1982-12-31 00:00:00","175","73","0"
"100258","638.59","157","21","6","7C+","15","1991-10-03 00:00:00","187","78","0"
"655","655.00","1","1","1","6C","10","1999-10-02 00:00:00","150","40","0"
"1400","700.00","2","2","1","7A","16","1994-06-07 00:00:00","173","63","0"
"12451","957.77","13","9","4","8A","24","1982-01-04 00:00:00","165","63","0"
"134473","927.40","134","29","9","8B+","7","1996-06-21 00:00:00","173","63","0"
"380558","581.00","639","37","9","7C+","22","1983-06-18 00:00:00","177","73","0"
"1588","264.67","6","2","1","6A","22","1989-08-24 00:00:00","181","78","0"
"462040","534.15","840","63","6","7B","26","1986-04-20 00:00:00","185","73","0"
"500","500.00","1","1","1","6B","22","1988-09-19 00:00:00","189","83","0"
"3150","787.50","4","3","1","7B","8","1987-10-21 00:00:00","195","88","0"
"311932","744.47","418","39","7","8B+","16","1993-04-13 00:00:00","170","68","0"
"2628","438.00","6","1","1","6A+","22","1989-03-04 00:00:00","178","78","0"
"10304","312.24","30","9","2","6B","29","1982-08-03 00:00:00","176","68","0"
"1093","273.25","4","2","2","5C","28","1983-05-06 00:00:00","175","63","0"
"382996","740.80","490","13","16","8A","19","1979-06-24 00:00:00","165","58","0"
"645","645.00","1","1","1","6B","28","1979-03-21 00:00:00","175","73","0"
"18382","707.00","23","6","7","8A","10","1993-02-21 00:00:00","161","58","0"
"4586","458.60","10","5","1","6B","24","1987-04-09 00:00:00","187","83","0"
"8518","370.35","13","4","1","6B+","14","1998-05-03 00:00:00","160","53","0"
"191662","848.06","225","45","8","7C+","21","1988-03-13 00:00:00","187","83","0"
"7212","515.14","14","1","1","6A+","30","1980-04-13 00:00:00","177","68","0"
"153228","777.81","197","24","7","8A+","19","1991-09-22 00:00:00","181","83","0"
"84634","776.46","109","19","4","8A","23","1984-04-06 00:00:00","156","48","1"
"126214","621.74","201","33","3","7C","19","1992-03-04 00:00:00","178","63","0"
"35813","651.15","50","6","2","7C+","13","1986-05-05 00:00:00","181","78","0"
"4338","723.00","6","4","3","7A","24","1985-05-13 00:00:00","179","73","0"
"9081","412.77","9","4","1","6B+","13","1998-07-23 00:00:00","164","48","0"
"143270","895.44","159","27","7","8B+","16","1991-11-04 00:00:00","180","68","0"
"35799","402.24","77","22","2","6C","25","1984-04-11 00:00:00","175","73","0"
"7153","650.27","11","3","2","7A+","22","1989-11-16 00:00:00","174","68","0"
"1300","433.33","3","1","1","6B+","20","1990-01-26 00:00:00","175","63","0"
"267363","572.51","448","14","6","7C","23","1987-08-26 00:00:00","189","78","0"
"42164","366.64","91","7","7","6C+","9","2002-07-03 00:00:00","132","40","0"
"79513","668.18","115","7","8","7C","23","1981-10-05 00:00:00","179","78","0"
"163586","649.15","247","21","6","7C","24","1987-07-09 00:00:00","181","83","0"
"9602","685.86","14","8","4","7B","24","1983-01-18 00:00:00","189","93","0"
"290969","684.63","385","24","6","7C+","27","1984-04-10 00:00:00","181","68","0"
"2448","612.00","4","1","1","6C+","22","1988-04-19 00:00:00","171","73","0"
"180471","639.97","277","24","3","7C","21","1990-02-03 00:00:00","187","78","0"
"5549","616.56","9","5","3","7C","15","1995-11-21 00:00:00","164","53","0"
"810273","694.92","1132","53","8","8B","25","1984-08-31 00:00:00","179","73","0"
"126451","775.77","160","33","5","7B+","18","1960-06-05 00:00:00","175","68","0"
"272854","594.45","457","30","6","7C","38","1974-09-09 00:00:00","172","63","0"
"64059","604.33","106","11","5","7A+","25","1986-04-26 00:00:00","175","73","0"
"15900","722.73","22","6","1","7C","15","1991-02-17 00:00:00","180","78","0"
"6703","670.30","10","5","1","7B","15","1993-08-20 00:00:00","175","68","1"
"22318","421.09","52","5","2","7B","17","1994-07-05 00:00:00","175","58","1"
"34751","739.38","44","10","4","7C+","22","1988-11-27 00:00:00","180","68","0"
"20150","457.95","44","9","5","7A","24","1986-11-08 00:00:00","176","58","1"
"747","373.50","2","2","2","5C","22","1989-09-11 00:00:00","163","53","1"
"337458","581.82","571","49","8","7A+","24","1985-07-24 00:00:00","189","73","0"
"700","700.00","1","1","1","7A","24","1987-01-09 00:00:00","175","73","0"
"16218","523.16","31","6","2","7A","22","1989-05-19 00:00:00","170","63","0"
"25546","946.15","27","1","4","8A","6","1997-08-23 00:00:00","160","53","0"
"1089","272.25","4","4","1","5A","19","1990-01-21 00:00:00","160","48","1"
"1340","268.00","5","2","1","6A","27","1983-12-30 00:00:00","162","58","1"
"127110","809.62","155","12","8","8A+","15","1994-04-08 00:00:00","164","53","0"
"139005","759.59","182","44","7","7C","21","1957-07-30 00:00:00","190","88","0"
"3603","720.60","5","2","2","7A+","25","1985-09-17 00:00:00","179","68","0"
"16305","494.09","33","4","1","6C","20","1991-10-23 00:00:00","160","53","1"
"108765","604.25","153","19","5","8A+","14","1996-12-05 00:00:00","178","73","0"
"6648","831.00","8","1","1","7B+","20","1975-10-10 00:00:00","169","63","0"
"4395","293.00","15","3","2","6B+","16","1994-08-19 00:00:00","180","63","0"
"174503","804.16","215","24","7","8B+","23","1986-04-30 00:00:00","184","73","0"
"255576","779.20","318","18","9","8A+","19","1984-03-13 00:00:00","169","68","0"
"37071","500.96","74","10","5","7A","30","1979-02-22 00:00:00","180","73","0"
"135395","533.05","254","17","7","7A+","26","1984-04-10 00:00:00","174","73","0"
"155057","791.11","153","15","12","8B","20","1984-12-26 00:00:00","183","73","0"
